data,Libya,Sebha_idp,Aljufra_idp,Aljufra_non_displaced,Tripoli_idp,Wadi Ashshati_non_displaced,Wadi Ashshati_idp,Aljfara_non_displaced,Sebha_non_displaced,Tripoli_non_displaced,Aljfara_idp,Ejdabia_non_displaced,Tripoli_returnee,Alkufra_idp,Sirt_non_displaced,Ghat_non_displaced,Derna_returnee,Al Jabal Al Gharbi_non_displaced,Azzawya_non_displaced,Zwara_non_displaced,Ejdabia_idp,Alkufra_non_displaced,Al Jabal Al Gharbi_idp,Sirt_returnee,Sirt_idp,Murzuq_non_displaced,Sebha_returnee,Misrata_non_displaced,Misrata_idp,Ghat_idp,Zwara_idp,Murzuq_idp,Al Jabal Al Gharbi_returnee,Alkufra_returnee,Benghazi_returnee,Benghazi_idp,Derna_non_displaced,Benghazi_non_displaced,Azzawya_idp,Aljfara_returnee,Derna_idp,Murzuq_returnee,Azzawya_returnee,Ubari_non_displaced,Ubari_idp,Zwara_returnee,Ghat_returnee,Misrata_returnee,Wadi Ashshati_returnee,Ubari_returnee,Ejdabia_returnee
Average,1.47905328263873,1.89285714285714,1.32467532467532,1.45614035087719,1.37113402061856,1.51327433628319,1.54117647058824,1.42708333333333,2.06306306306306,1.40178571428571,1.52777777777778,1.72173913043478,1.36206896551724,1.33009708737864,1.35779816513761,1.78571428571429,1.27102803738318,1.38938053097345,1.40677966101695,1.35779816513761,1.63063063063063,1.74561403508772,1.37037037037037,1.26724137931034,1.32075471698113,1.36893203883495,1.71739130434783,1.57758620689655,1.42241379310345,1.40540540540541,1.27450980392157,1.39080459770115,1.33333333333333,1.8,1.60504201680672,1.7719298245614,1.13461538461538,1.6,1.3125,1.48484848484848,1.3780487804878,1.41025641025641,1.49122807017544,1.74782608695652,1.52941176470588,1.29245283018868,1.6025641025641,1.39449541284404,1.38888888888889,1.2719298245614,1.66666666666667
nb_ind_hh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average,5.13798958418888,6.09821428571429,5.61038961038961,5.81578947368421,5.23711340206186,5.84955752212389,5.56470588235294,4.71875,6.92792792792793,4.97321428571429,5.11111111111111,5.7304347826087,4.78448275862069,4.62135922330097,5.37614678899083,5.53571428571429,4.03738317757009,5.07964601769912,4.92372881355932,5.34862385321101,5.58558558558559,5.66666666666667,4.69444444444444,5.26724137931035,4.99056603773585,5.51456310679612,6.22826086956522,5,4.68103448275862,5.22522522522523,5.11764705882353,5.01149425287356,5.36111111111111,5.9375,5.02521008403361,4.96491228070175,4.80769230769231,5.11304347826087,4.85714285714286,5.37373737373737,5.65853658536585,6.05128205128205,4.91228070175439,5.99130434782609,5.32352941176471,5.78301886792453,5,4.91743119266055,6.05555555555556,4.85964912280702,5.61666666666667
nb_under18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average,2.10242367214209,2.05357142857143,2.96103896103896,3,2.4020618556701,2.29203539823009,2.49411764705882,1.8125,2.54054054054054,2.13392857142857,1.93518518518519,2.46086956521739,1.89655172413793,2.00970873786408,2.81651376146789,1.66964285714286,1.52336448598131,2.07079646017699,2.19491525423729,2.61467889908257,2.56756756756757,1.98245614035088,1.93518518518519,2.8448275862069,2.31132075471698,2.71844660194175,2.41304347826087,1.79310344827586,1.81034482758621,2.17117117117117,2.41176470588235,2.22988505747126,2.5462962962963,2.1125,1.72268907563025,1.30701754385965,2.41346153846154,1.61739130434783,2.11607142857143,2.11111111111111,3,3.07692307692308,2,2.55652173913043,2.19607843137255,2.89622641509434,2.02564102564103,2.04587155963303,3.02777777777778,2.21052631578947,2.48333333333333
nb_over18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average,3.03556591204679,4.04464285714286,2.64935064935065,2.81578947368421,2.83505154639175,3.55752212389381,3.07058823529412,2.90625,4.38738738738739,2.83928571428571,3.17592592592593,3.2695652173913,2.88793103448276,2.61165048543689,2.55963302752294,3.86607142857143,2.51401869158878,3.00884955752212,2.72881355932203,2.73394495412844,3.01801801801802,3.68421052631579,2.75925925925926,2.42241379310345,2.67924528301887,2.79611650485437,3.81521739130435,3.20689655172414,2.87068965517241,3.05405405405405,2.70588235294118,2.7816091954023,2.81481481481481,3.825,3.30252100840336,3.65789473684211,2.39423076923077,3.49565217391304,2.74107142857143,3.26262626262626,2.65853658536585,2.97435897435897,2.91228070175439,3.43478260869565,3.12745098039216,2.88679245283019,2.97435897435897,2.87155963302752,3.02777777777778,2.64912280701754,3.13333333333333
school_aged_girls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average,0.636797935838086,0.830357142857143,1.06493506493506,0.798245614035088,0.639175257731959,0.787610619469027,0.705882352941177,0.5,0.765765765765766,0.633928571428571,0.62962962962963,0.852173913043478,0.629310344827586,0.611650485436893,0.908256880733945,0.544642857142857,0.383177570093458,0.610619469026549,0.703389830508475,0.871559633027523,0.864864864864865,0.842105263157895,0.546296296296296,0.862068965517241,0.792452830188679,1.00970873786408,0.717391304347826,0.353448275862069,0.405172413793103,0.720720720720721,0.843137254901961,0.758620689655172,0.657407407407407,0.7875,0.428571428571429,0.394736842105263,0.730769230769231,0.565217391304348,0.741071428571429,0.717171717171717,1.03658536585366,1.20512820512821,1.01754385964912,0.669565217391304,0.57843137254902,0.89622641509434,0.423076923076923,0.541284403669725,0.833333333333333,0.666666666666667,0.85
Is your household currently hosting any individuals that have been displaced from another baladiya?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,96.11,91.07,100,100,92.78,99.12,100,91.67,90.09,94.64,99.07,99.13,95.69,99.03,98.17,100,99.07,96.46,99.15,95.41,100,90.35,97.22,99.14,100,73.79,94.57,98.28,89.66,100,97.06,78.16,92.59,95,99.16,97.37,98.08,99.13,98.21,93.94,98.78,76.92,98.25,87.83,93.14,97.17,97.44,99.08,97.22,97.37,100
Yes,3.89,8.93,0,0,7.22,0.88,0,8.33,9.91,5.36,0.93,0.87,4.31,0.97,1.83,0,0.93,3.54,0.85,4.59,0,9.65,2.78,0.86,0,26.21,5.43,1.72,10.34,0,2.94,21.84,7.41,5,0.84,2.63,1.92,0.87,1.79,6.06,1.22,23.08,1.75,12.17,6.86,2.83,2.56,0.92,2.78,2.63,0
How many? ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average,3.81604782834038,3.7,NA,NA,3,5,NA,3.125,4.63636363636364,4.83333333333333,2,2,4,3,4,NA,1,3.5,5,3.4,NA,4.45454545454545,5.66666666666667,3,NA,4.18518518518519,5,3.5,3.66666666666667,NA,3.66666666666667,3.57894736842105,2.625,3.5,2,2.33333333333333,3.5,4,2.5,3,1,3.33333333333333,2,3.28571428571429,2.57142857142857,3.66666666666667,2.5,3,5,4,NA
How many of these hosted persons are under 18?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average,0.761841593884416,1,NA,NA,0.428571428571429,3,NA,0.625,2.18181818181818,0.5,0,0,1.4,1,0.5,NA,0,1.25,2,1.2,NA,1.72727272727273,1,1,NA,0.592592592592593,2.4,0.5,0.583333333333333,NA,1,0.631578947368421,0.625,1.5,0,0.666666666666667,1.5,0,0,0.666666666666667,0,0,0,1.21428571428571,0.857142857142857,1.66666666666667,0.5,0,3,2,NA
1. Male infants (aged 0-5 years),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average,0.270221453879372,0.166666666666667,NA,NA,0.333333333333333,0,NA,0.666666666666667,0,0,NA,NA,0.75,1,0,NA,NA,0.5,0,0.4,NA,0,1,0,NA,0.285714285714286,0,1,0.166666666666667,NA,0.5,0.6,1,0,NA,0,0,NA,NA,0,NA,NA,NA,0.125,0,0,1,NA,1,0,NA
2. Male children (aged 6-14 years),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average,0.366821688289866,0,NA,NA,0.333333333333333,0,NA,0.333333333333333,0.1,0.5,NA,NA,0.5,0,0,NA,NA,0.5,1,0.4,NA,0,0,0,NA,0,0,0,0.166666666666667,NA,0,0.6,0,0,NA,2,0,NA,NA,0.333333333333333,NA,NA,NA,0.125,0,0,0,NA,1,0,NA
3. Male youths (aged 15-17 years),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average,0.119489740493691,0,NA,NA,0,0,NA,0,0,0,NA,NA,0,0,0,NA,NA,0.5,1,0,NA,0,0,0,NA,0,0,0,0.166666666666667,NA,0,0,0,0,NA,0,0,NA,NA,0,NA,NA,NA,0,0,0,0,NA,0,0,NA
4. Female infants (aged 0-5 years),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average,0.277605934698886,0,NA,NA,0,0,NA,0.666666666666667,0,0,NA,NA,0.25,0,0,NA,NA,0,0,0,NA,0,2,1,NA,0,0,0,0,NA,0,0,0.25,0,NA,0,3,NA,NA,0,NA,NA,NA,0.25,0,0,0,NA,0,0,NA
5. Female children (aged 6-14 years),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average,0.190047883996179,0,NA,NA,0,0,NA,0,0.1,0.5,NA,NA,0,0,0,NA,NA,0.5,0,0.2,NA,0.111111111111111,0,0,NA,0.285714285714286,0,0,0,NA,0,0.2,0,0,NA,0,0,NA,NA,0.333333333333333,NA,NA,NA,0.125,0,0,0,NA,1,0,NA
6. Female youths (aged 15-17 years),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average,0.136974415570713,0,NA,NA,0,0,NA,0,0,0.5,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,0,0.4,0,0,NA,0,0,NA,NA,0,NA,NA,NA,0,0,0,0,NA,0,0,NA
seperated_children_calc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average,1.36116111692871,0.166666666666667,NA,NA,0.666666666666667,0,NA,1.66666666666667,0.2,1.5,NA,NA,1.5,1,0,NA,NA,2,2,1,NA,0.111111111111111,3,1,NA,0.571428571428571,0,1,0.5,NA,0.5,1.8,1.25,0,NA,2,3,NA,NA,0.666666666666667,NA,NA,NA,0.625,0,0,1,NA,3,0,NA
1. Male infants (aged 0-5 years),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average,0.0280211213472646,0,NA,NA,0,0,NA,0,0,0,NA,NA,0.25,0,0,NA,NA,0.5,0,0,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,NA,0,NA,NA,NA,0,0,0.5,0,NA,0,0,NA
2. Male children (aged 6-14 years),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average,0.00432910582612234,0,NA,NA,0,0,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,NA,0,NA,NA,NA,0,0,1,0,NA,0,0,NA
3. Male youths (aged 15-17 years),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average,0,0,NA,NA,0,0,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,NA,0,NA,NA,NA,0,0,0,0,NA,0,0,NA
4. Female infants (aged 0-5 years),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average,0.00489068938009773,0,NA,NA,0,0,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,NA,0.333333333333333,NA,NA,NA,0,0,1,0,NA,0,0,NA
5. Female children (aged 6-14 years),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average,0,0,NA,NA,0,0,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,NA,0,NA,NA,NA,0,0,0,0,NA,0,0,NA
6. Female youths (aged 15-17 years),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average,0,0,NA,NA,0,0,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,NA,0,NA,NA,NA,0,0,0,0,NA,0,0,NA
unaccompanied_children_calc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average,0.0372409165534847,0,NA,NA,0,0,NA,0,0,0,NA,NA,0.25,0,0,NA,NA,0.5,0,0,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,NA,0.333333333333333,NA,NA,NA,0,0,2.5,0,NA,0,0,NA
minors_displaced_calc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average,1.39840203348219,0.166666666666667,NA,NA,0.666666666666667,0,NA,1.66666666666667,0.2,1.5,NA,NA,1.75,1,0,NA,NA,2.5,2,1,NA,0.111111111111111,3,1,NA,0.571428571428571,0,1,0.5,NA,0.5,1.8,1.25,0,NA,2,3,NA,NA,1,NA,NA,NA,0.625,0,2.5,1,NA,3,0,NA
"1. Cereals, grains, and tubers (including wheat bread, pasta, rice, couscous, potatoes, etc.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average,5.90508442812933,6.61607142857143,6.83116883116883,6.92105263157895,6.83505154639175,6.4070796460177,6.36470588235294,6.10416666666667,6.83783783783784,6.90178571428571,5.94444444444444,6.66086956521739,6.87931034482759,6.06796116504854,5.4954128440367,6.63392857142857,6.01869158878505,6.04424778761062,5.04237288135593,5.24770642201835,6.14414414414414,6.53508771929825,5.72222222222222,5.47413793103448,5.47169811320755,5.95145631067961,6.85869565217391,5.48275862068965,4.73275862068965,6.77477477477477,4.90196078431373,5.80459770114942,5.60185185185185,6.3625,5.48739495798319,5.55263157894737,4.97115384615385,5.12173913043478,5.0625,6.57575757575758,5.02439024390244,6.87179487179487,4.70175438596491,6.49565217391304,5.68627450980392,5.64150943396226,5.32051282051282,5.88073394495413,6.05555555555556,5.29824561403509,6.68333333333333
"2. Legumes and nuts (including beans, chickpeas, peas, nuts, etc.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average,4.48292366627874,3.5625,3.2987012987013,3.40350877192982,6.14432989690722,3.91150442477876,3.52941176470588,4.19791666666667,4.35135135135135,6.05357142857143,3.51851851851852,5.05217391304348,6.35344827586207,4.47572815533981,3.77981651376147,4.22321428571429,4.81308411214953,4.42477876106195,4.15254237288136,3.93577981651376,5.0990990990991,3.14912280701754,3.57407407407407,4.61206896551724,3.5188679245283,4.27184466019417,4.21739130434783,4.35344827586207,3.83620689655172,2.62162162162162,3.8921568627451,4.36781609195402,4.88888888888889,3.5125,3.72268907563025,4,4.54807692307692,3.29565217391304,4.47321428571429,4.28282828282828,4.57317073170732,4.20512820512821,4.40350877192982,3.27826086956522,4.05882352941176,4.27358490566038,3.1025641025641,4.86238532110092,4.33333333333333,3,4.85
"3. Milk and dairy products (including milk, cheese, sour cream, yoghurt, etc.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average,5.52786204773058,5.03571428571429,1.24675324675325,1.50877192982456,6.16494845360825,6.36283185840708,4.94117647058824,5.63541666666667,5.9009009009009,6.36607142857143,5.15740740740741,6.06086956521739,6.5,5.38834951456311,5.55045871559633,4.91071428571429,6.1588785046729,5.53097345132743,5.35593220338983,3.92660550458716,5.84684684684685,5.6140350877193,4.86111111111111,5.38793103448276,5.54716981132075,5.64077669902913,5.3804347826087,4.82758620689655,3.94827586206897,4.91891891891892,4.2156862745098,5.25287356321839,5.81481481481481,6.1375,4.83193277310924,5.84210526315789,6.45192307692308,5.61739130434783,5.60714285714286,6.03030303030303,6.47560975609756,5.64102564102564,5.24561403508772,4.76521739130435,4.57843137254902,4.04716981132075,4.6025641025641,4.47706422018349,6.61111111111111,3.68421052631579,6.48333333333333
"4. Eggs, meat, fish (including beef, chicken, lamb, canned fish, fresh fish, etc.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average,4.72017409000198,4.13392857142857,0.337662337662338,0.298245614035088,5.48453608247423,5.16814159292035,3.17647058823529,5.0625,5.02702702702703,5.61607142857143,4.77777777777778,4.7304347826087,6.32758620689655,5.02912621359223,4.22935779816514,4.41964285714286,5.05607476635514,5.55752212389381,4.24576271186441,3.85321100917431,4.34234234234234,5.60526315789474,4.18518518518519,4.10344827586207,3.62264150943396,5.15533980582524,4.34782608695652,4.87068965517241,4.24137931034483,3.40540540540541,4.07843137254902,4.81609195402299,5.64814814814815,6.3625,3.6890756302521,4.13157894736842,5.73076923076923,3.8695652173913,4.14285714285714,5.57575757575758,6.36585365853659,5.69230769230769,3.91228070175439,4.29565217391304,4.65686274509804,3.80188679245283,3.12820512820513,4.96330275229358,4.80555555555556,2.69298245614035,5.08333333333333
"5. Vegetables and leaves (including onions, lettuce, tomatoes, cucumbers, red peppers, spinach, etc.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average,5.87826907544059,6.19642857142857,6.8961038961039,6.87719298245614,6.88659793814433,5.41592920353982,4.89411764705882,5.52083333333333,6.40540540540541,6.78571428571429,5.58333333333333,6.59130434782609,6.75,5.76699029126214,5.44954128440367,5.98214285714286,6.52336448598131,5.53097345132743,4.61864406779661,4.92660550458716,6.84684684684685,5.90350877192982,5.0462962962963,5.47413793103448,5.4622641509434,5.03883495145631,6.19565217391304,5.64655172413793,5.29310344827586,5.76576576576577,5.29411764705882,5.19540229885058,5.37037037037037,6.625,5.96638655462185,5.7719298245614,6,5.8695652173913,4.80357142857143,6.18181818181818,5.67073170731707,4.94871794871795,4.52631578947368,5.80869565217391,5.38235294117647,5.15094339622642,4.37179487179487,5.39449541284404,5.25,4.62280701754386,7
"6. Fruits (including bananas, apples, cherries, dates, lemons, apricots, pears, etc.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average,3.33076048082984,2.72321428571429,0.025974025974026,0.105263157894737,4.42268041237113,3.29203539823009,1.71764705882353,3.4375,3.96396396396396,4.78571428571429,3.25925925925926,3.23478260869565,5.74137931034483,3.9126213592233,2.80733944954128,1.33035714285714,2.72897196261682,3.0353982300885,2.29661016949153,2.31192660550459,2.90990990990991,3.2280701754386,2.75,3.18103448275862,2.22641509433962,1.55339805825243,2.79347826086957,3.50862068965517,2.86206896551724,0.738738738738739,2.16666666666667,1.06896551724138,3.52777777777778,3.1875,2.54621848739496,3,2.34615384615385,3.23478260869565,2.0625,4.38383838383838,2.46341463414634,1.25641025641026,1.3859649122807,2.84347826086957,1.13725490196078,2.34905660377358,1.34615384615385,3.31192660550459,2.77777777777778,1.14035087719298,3.16666666666667
"7. Oil and fat (including vegetable oil, butter, margarine, lard, etc.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average,5.82900593637062,6.38392857142857,6.79220779220779,6.85087719298246,6.77319587628866,6.56637168141593,6.70588235294118,5.91666666666667,6.57657657657658,6.84821428571429,6.03703703703704,6.16521739130435,6.55172413793103,5.63106796116505,4.52293577981651,3.99107142857143,6.45794392523364,5.88495575221239,5.11016949152542,5.39449541284404,6.78378378378378,5.29824561403509,5.66666666666667,4.32758620689655,4.18867924528302,5.9126213592233,6.44565217391304,5.53448275862069,4.64655172413793,3.7027027027027,5.03921568627451,5.70114942528736,4.98148148148148,6.5375,5.01680672268908,5.7280701754386,6.77884615384615,5.10434782608696,4.99107142857143,6.66666666666667,6.71951219512195,6.41025641025641,4.82456140350877,5.18260869565217,5.00980392156863,6.43396226415094,2.66666666666667,5.84403669724771,6.94444444444444,5.03508771929825,7
"8. Sugar and sweets (including sugar, honey, jam, cakes, cookies, sweets, sugary drinks, etc.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average,5.00011048860112,5.63392857142857,0.337662337662338,0.315789473684211,6.31958762886598,3.95575221238938,3.43529411764706,5.22916666666667,6.10810810810811,6.41964285714286,4.48148148148148,5.94782608695652,6.37931034482759,5.50485436893204,3.45871559633028,3.90178571428571,6.36448598130841,4.33628318584071,4.8135593220339,3.24770642201835,6.73873873873874,5.70175438596491,4.97222222222222,3.89655172413793,2.86792452830189,5.66019417475728,5.64130434782609,5.8448275862069,4.96551724137931,2.78378378378378,3.65686274509804,5.40229885057471,4.76851851851852,6.575,3.40336134453782,4.33333333333333,6.71153846153846,3.62608695652174,5.00892857142857,5.90909090909091,6.78048780487805,6.51282051282051,4.94736842105263,3.46086956521739,3.94117647058824,3.16981132075472,2.85897435897436,6.14678899082569,3.41666666666667,3.2719298245614,7
"9. Condiments and spices (including garlic, tomato paste, and small quantities of items from other food groups)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average,6.19512871727131,6.8125,6.87012987012987,6.91228070175439,6.79381443298969,6.70796460176991,6.72941176470588,6.10416666666667,6.88288288288288,6.91964285714286,6.23148148148148,6.46086956521739,6.82758620689655,5.38834951456311,5.10091743119266,5.19642857142857,6.7196261682243,6.31858407079646,5.22881355932203,5.96330275229358,6.68468468468468,5.3859649122807,5.84259259259259,5.39655172413793,5.38679245283019,6.02912621359223,6.90217391304348,5.12931034482759,4.53448275862069,5.01801801801802,5.80392156862745,5.74712643678161,5.85185185185185,6.475,6.36974789915966,6.44736842105263,6.82692307692308,6.24347826086957,5.02678571428571,6.72727272727273,6.89024390243902,6.35897435897436,4.75438596491228,5.89565217391304,5.40196078431373,6.52830188679245,4.65384615384615,4.96330275229358,6.86111111111111,5.35964912280702,6.96666666666667
What are the top three sources from which your household typically acquires food?.market_credit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average,27,87,94,92,4,30,58,6,65,4,20,34,3,49,54,7,65,34,42,29,46,27,27,74,62,42,76,47,39,4,30,41,64,21,18,31,56,11,10,6,46,5,74,58,71,28,26,68,17,69,47
What are the top three sources from which your household typically acquires food?.dk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
What are the top three sources from which your household typically acquires food?.market_cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average,55,96,0,99,7,86,55,48,95,16,59,76,5,89,91,92,93,68,76,75,72,98,69,97,98,78,92,41,49,79,74,61,93,100,50,56,93,50,91,24,93,18,86,96,97,90,73,15,89,82,68
What are the top three sources from which your household typically acquires food?.own_production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average,9,2,1,8,2,6,7,15,11,1,2,5,1,0,12,5,6,10,11,22,0,18,0,3,3,31,3,23,14,0,1,14,15,4,1,2,1,3,0,43,0,54,4,35,3,10,0,16,22,4,0
What are the top three sources from which your household typically acquires food?.dwta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
What are the top three sources from which your household typically acquires food?.food_aid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average,3,2,0,0,1,1,7,1,0,0,14,0,2,3,0,3,2,1,17,2,2,0,7,1,4,0,0,1,12,4,9,3,2,1,3,9,0,8,68,0,1,0,5,1,8,1,3,1,0,3,0
What are the top three sources from which your household typically acquires food?.borrowing_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2,0,0,1,0,0,1,2,0,0,0,0,0,5,0,1,3,0,2,0
What are the top three sources from which your household typically acquires food?.work_barter_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average,11,0,0,0,64,1,1,2,0,45,6,1,18,0,0,0,0,0,0,5,0,1,0,0,0,2,0,0,2,1,3,1,0,0,0,1,0,1,0,6,0,3,0,0,0,23,0,0,0,3,0
What are the top three sources from which your household typically acquires food?.food_gift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average,2,0,0,0,6,4,20,0,0,2,2,0,0,6,1,0,3,1,0,1,2,4,1,0,1,3,0,0,2,0,2,6,2,1,0,4,2,5,1,0,0,0,0,2,8,0,1,0,0,0,0
What are the top three sources from which your household typically acquires food?.gatherring_hunting_fishing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average,1,0,0,0,1,27,1,1,0,1,1,0,2,0,0,2,0,0,1,6,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,2,7,1,0,6,0,0
What are the top three sources from which your household typically acquires food?.other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average,3,0,0,0,13,2,0,2,0,12,2,1,9,0,0,0,0,1,5,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0
